CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
4635,ColonialVoice,7.78E+13,9,2006,19-10-07 0:00
4636,SuperiorCard,3.33E+13,11,2007,30-10-07 0:00
4637,Vista,1.11E+13,11,2005,21-11-07 0:00
4638,ColonialVoice,7.78E+13,4,2006,18-03-07 0:00
4639,Vista,1.11E+13,5,2008,26-04-08 0:00
4640,SuperiorCard,3.33E+13,10,2007,10-02-08 0:00
4641,Vista,1.11E+13,10,2008,16-08-07 0:00
4642,SuperiorCard,3.33E+13,10,2007,24-01-06 0:00
4643,SuperiorCard,3.33E+13,6,2008,18-02-07 0:00
4644,ColonialVoice,7.78E+13,2,2005,29-12-07 0:00
4645,Distinguish,5.56E+13,8,2005,06-10-07 0:00
4646,ColonialVoice,7.78E+13,7,2006,17-12-07 0:00
4647,Distinguish,5.56E+13,2,2008,19-07-07 0:00
4648,Vista,1.11E+13,6,2007,23-08-07 0:00
4649,SuperiorCard,3.33E+13,3,2007,07-08-05 0:00
4650,SuperiorCard,3.33E+13,4,2006,30-05-08 0:00
4651,Vista,1.11E+13,10,2005,21-07-05 0:00
4652,ColonialVoice,7.78E+13,3,2008,27-12-07 0:00
4653,Vista,1.11E+13,11,2008,04-06-08 0:00
4654,ColonialVoice,7.78E+13,3,2007,05-12-07 0:00
4655,Vista,1.11E+13,9,2005,17-06-06 0:00
4656,Distinguish,5.56E+13,12,2005,19-08-06 0:00
4657,Distinguish,5.56E+13,12,2006,20-12-07 0:00
4658,ColonialVoice,7.78E+13,10,2007,04-08-07 0:00
4659,ColonialVoice,7.78E+13,10,2007,01-08-07 0:00
4660,Distinguish,5.56E+13,4,2007,21-06-07 0:00
4661,SuperiorCard,3.33E+13,8,2005,19-07-08 0:00
4662,ColonialVoice,7.78E+13,7,2005,01-08-07 0:00
4663,SuperiorCard,3.33E+13,11,2006,07-02-08 0:00
4664,SuperiorCard,3.33E+13,3,2007,12-06-08 0:00
4665,ColonialVoice,7.78E+13,2,2006,06-06-08 0:00
4666,Distinguish,5.56E+13,10,2005,02-08-07 0:00
4667,Distinguish,5.56E+13,6,2005,29-08-07 0:00
4668,Distinguish,5.56E+13,3,2006,25-09-07 0:00
4669,Distinguish,5.56E+13,2,2005,19-03-04 0:00
4670,Distinguish,5.56E+13,10,2006,22-04-08 0:00
4671,Vista,1.11E+13,10,2007,18-01-08 0:00
4672,Distinguish,5.56E+13,1,2005,13-09-07 0:00
4673,SuperiorCard,3.33E+13,10,2007,29-11-07 0:00
4674,SuperiorCard,3.33E+13,3,2005,14-08-07 0:00
4675,Distinguish,5.56E+13,10,2005,13-09-07 0:00
4676,ColonialVoice,7.78E+13,3,2005,01-05-08 0:00
4677,SuperiorCard,3.33E+13,11,2008,02-09-06 0:00
4678,ColonialVoice,7.78E+13,6,2006,12-02-08 0:00
4679,Distinguish,5.56E+13,1,2006,12-07-05 0:00
4680,Distinguish,5.56E+13,5,2006,15-03-08 0:00
4681,ColonialVoice,7.78E+13,9,2006,18-06-06 0:00
4682,Vista,1.11E+13,1,2006,14-02-08 0:00
4683,Distinguish,5.56E+13,10,2006,22-02-08 0:00
4684,ColonialVoice,7.78E+13,5,2007,15-03-08 0:00
4685,SuperiorCard,3.33E+13,5,2005,21-09-07 0:00
4686,Vista,1.11E+13,6,2007,16-05-08 0:00
4687,ColonialVoice,7.78E+13,6,2006,04-09-07 0:00
4688,SuperiorCard,3.33E+13,10,2005,05-02-08 0:00
4689,SuperiorCard,3.33E+13,1,2005,07-03-08 0:00
4690,Vista,1.11E+13,8,2005,26-08-07 0:00
4691,Distinguish,5.56E+13,5,2007,25-09-07 0:00
4692,ColonialVoice,7.78E+13,9,2008,28-02-08 0:00
4693,Distinguish,5.56E+13,9,2007,04-08-05 0:00
4694,ColonialVoice,7.78E+13,3,2007,27-01-08 0:00
4695,Vista,1.11E+13,10,2005,16-11-07 0:00
4696,ColonialVoice,7.78E+13,1,2006,29-10-07 0:00
4697,Vista,1.11E+13,4,2007,04-08-07 0:00
4698,ColonialVoice,7.78E+13,8,2006,25-12-06 0:00
4699,Distinguish,5.56E+13,9,2007,03-07-08 0:00
4700,ColonialVoice,7.78E+13,12,2007,06-05-07 0:00
4701,ColonialVoice,7.78E+13,8,2008,21-04-08 0:00
4702,ColonialVoice,7.78E+13,12,2008,23-05-08 0:00
4703,ColonialVoice,7.78E+13,1,2006,18-05-06 0:00
4704,ColonialVoice,7.78E+13,9,2007,30-11-07 0:00
4705,Vista,1.11E+13,1,2007,29-12-07 0:00
4706,Vista,1.11E+13,11,2005,12-10-05 0:00
4707,SuperiorCard,3.33E+13,11,2006,30-12-07 0:00
4708,Distinguish,5.56E+13,8,2006,10-03-05 0:00
4709,SuperiorCard,3.33E+13,8,2006,02-04-06 0:00
4710,Vista,1.11E+13,7,2006,13-08-07 0:00
4711,SuperiorCard,3.33E+13,11,2006,07-05-08 0:00
4712,ColonialVoice,7.78E+13,9,2005,26-02-08 0:00
4713,Distinguish,5.56E+13,9,2007,26-06-08 0:00
4714,Distinguish,5.56E+13,2,2007,13-10-06 0:00
4715,SuperiorCard,3.33E+13,7,2005,09-05-07 0:00
4716,SuperiorCard,3.33E+13,7,2007,03-04-07 0:00
4717,ColonialVoice,7.78E+13,1,2005,13-04-08 0:00
4718,Vista,1.11E+13,4,2008,03-03-06 0:00
4719,Vista,1.11E+13,10,2008,07-03-08 0:00
4720,ColonialVoice,7.78E+13,7,2008,03-08-07 0:00
4721,ColonialVoice,7.78E+13,3,2008,20-09-07 0:00
4722,SuperiorCard,3.33E+13,12,2005,07-04-08 0:00
4723,Distinguish,5.56E+13,1,2008,27-12-07 0:00
4724,ColonialVoice,7.78E+13,3,2008,28-08-07 0:00
4725,Distinguish,5.56E+13,6,2005,04-05-06 0:00
4726,SuperiorCard,3.33E+13,12,2005,11-09-06 0:00
4727,ColonialVoice,7.78E+13,12,2006,01-09-07 0:00
4728,Vista,1.11E+13,11,2005,20-07-07 0:00
4729,Distinguish,5.56E+13,8,2008,05-07-08 0:00
4730,SuperiorCard,3.33E+13,5,2005,10-06-08 0:00
4731,ColonialVoice,7.78E+13,9,2006,14-07-06 0:00
4732,Distinguish,5.56E+13,6,2005,05-02-08 0:00
4733,Vista,1.11E+13,4,2008,21-05-08 0:00
4734,Vista,1.11E+13,1,2006,09-01-06 0:00
4735,SuperiorCard,3.33E+13,8,2005,10-01-03 0:00
4736,Vista,1.11E+13,11,2006,16-10-05 0:00
4737,SuperiorCard,3.33E+13,10,2008,13-01-08 0:00
4738,SuperiorCard,3.33E+13,2,2005,09-09-06 0:00
4739,Distinguish,5.56E+13,1,2007,02-02-08 0:00
4740,Vista,1.11E+13,6,2005,09-06-08 0:00
4741,SuperiorCard,3.33E+13,4,2007,06-09-05 0:00
4742,SuperiorCard,3.33E+13,11,2007,04-03-08 0:00
4743,ColonialVoice,7.78E+13,5,2007,05-06-08 0:00
4744,Distinguish,5.56E+13,7,2006,24-04-08 0:00
4745,Vista,1.11E+13,9,2005,07-11-07 0:00
4746,ColonialVoice,7.78E+13,9,2008,16-01-05 0:00
4747,ColonialVoice,7.78E+13,3,2007,04-08-07 0:00
4748,Vista,1.11E+13,1,2007,15-05-08 0:00
4749,ColonialVoice,7.78E+13,6,2007,29-09-07 0:00
4750,Distinguish,5.56E+13,6,2007,27-06-07 0:00
4751,Vista,1.11E+13,12,2005,29-03-07 0:00
4752,ColonialVoice,7.78E+13,11,2007,29-05-08 0:00
4753,Vista,1.11E+13,3,2007,04-02-03 0:00
4754,SuperiorCard,3.33E+13,5,2007,27-05-08 0:00
4755,Distinguish,5.56E+13,6,2006,15-10-07 0:00
4756,SuperiorCard,3.33E+13,4,2007,12-01-08 0:00
4757,Vista,1.11E+13,9,2005,03-05-08 0:00
4758,SuperiorCard,3.33E+13,4,2005,31-08-05 0:00
4759,Vista,1.11E+13,10,2006,11-01-08 0:00
4760,SuperiorCard,3.33E+13,6,2007,17-10-06 0:00
4761,ColonialVoice,7.78E+13,4,2005,26-04-08 0:00
4762,Distinguish,5.56E+13,8,2005,03-11-06 0:00
4763,Vista,1.11E+13,1,2008,05-06-07 0:00
4764,Distinguish,5.56E+13,10,2006,07-01-08 0:00
4765,Vista,1.11E+13,4,2006,17-09-07 0:00
4766,Vista,1.11E+13,10,2007,07-11-07 0:00
4767,Distinguish,5.56E+13,9,2008,16-09-07 0:00
4768,ColonialVoice,7.78E+13,4,2005,22-07-07 0:00
4769,Vista,1.11E+13,8,2008,24-07-08 0:00
4770,ColonialVoice,7.78E+13,7,2007,24-11-07 0:00
4771,Distinguish,5.56E+13,10,2005,01-03-08 0:00
4772,Vista,1.11E+13,11,2005,02-12-07 0:00
4773,Distinguish,5.56E+13,1,2008,10-03-08 0:00
4774,Vista,1.11E+13,4,2008,08-08-07 0:00
4775,Distinguish,5.56E+13,9,2007,29-12-07 0:00
4776,Distinguish,5.56E+13,11,2005,13-02-08 0:00
4777,Distinguish,5.56E+13,1,2005,15-09-07 0:00
4778,SuperiorCard,3.33E+13,6,2007,12-11-07 0:00
4779,ColonialVoice,7.78E+13,2,2007,10-09-07 0:00
4780,ColonialVoice,7.78E+13,5,2007,24-12-07 0:00
4781,ColonialVoice,7.78E+13,1,2007,24-01-08 0:00
4782,Vista,1.11E+13,5,2006,01-08-06 0:00
4783,SuperiorCard,3.33E+13,3,2008,24-03-06 0:00
4784,Distinguish,5.56E+13,4,2007,28-01-08 0:00
4785,ColonialVoice,7.78E+13,6,2007,01-06-07 0:00
4786,ColonialVoice,7.78E+13,5,2008,12-09-07 0:00
4787,Distinguish,5.56E+13,8,2007,04-05-07 0:00
4788,SuperiorCard,3.33E+13,1,2007,09-10-07 0:00
4789,SuperiorCard,3.33E+13,3,2007,01-11-05 0:00
4790,ColonialVoice,7.78E+13,6,2007,07-10-06 0:00
4791,Vista,1.11E+13,9,2006,25-04-06 0:00
4792,ColonialVoice,7.78E+13,6,2007,12-04-07 0:00
4793,Vista,1.11E+13,10,2006,18-09-07 0:00
4794,ColonialVoice,7.78E+13,4,2008,10-01-03 0:00
4795,Distinguish,5.56E+13,4,2007,06-07-08 0:00
4796,Vista,1.11E+13,12,2008,02-03-08 0:00
4797,ColonialVoice,7.78E+13,4,2005,24-08-07 0:00
4798,SuperiorCard,3.33E+13,12,2007,24-02-06 0:00
4799,ColonialVoice,7.78E+13,12,2005,29-07-08 0:00
4800,SuperiorCard,3.33E+13,12,2007,27-11-07 0:00
4801,SuperiorCard,3.33E+13,11,2006,07-01-08 0:00
4802,Distinguish,5.56E+13,2,2006,02-08-07 0:00
4803,ColonialVoice,7.78E+13,2,2005,18-04-08 0:00
4804,Distinguish,5.56E+13,5,2005,01-03-08 0:00
4805,SuperiorCard,3.33E+13,10,2008,07-10-07 0:00
4806,ColonialVoice,7.78E+13,4,2006,24-01-06 0:00
4807,SuperiorCard,3.33E+13,12,2006,30-05-06 0:00
4808,Distinguish,5.56E+13,9,2006,30-09-06 0:00
4809,Distinguish,5.56E+13,8,2008,16-01-03 0:00
4810,ColonialVoice,7.78E+13,5,2007,08-01-08 0:00
4811,Distinguish,5.56E+13,10,2006,22-08-07 0:00
4812,Vista,1.11E+13,10,2007,28-06-08 0:00
4813,Vista,1.11E+13,1,2006,24-05-07 0:00
4814,Vista,1.11E+13,10,2005,24-02-07 0:00
4815,Distinguish,5.56E+13,3,2006,05-01-08 0:00
4816,ColonialVoice,7.78E+13,1,2008,26-12-07 0:00
4817,ColonialVoice,7.78E+13,11,2005,29-10-07 0:00
4818,ColonialVoice,7.78E+13,3,2006,04-09-06 0:00
4819,ColonialVoice,7.78E+13,7,2007,23-06-08 0:00
4820,ColonialVoice,7.78E+13,6,2006,02-10-07 0:00
4821,ColonialVoice,7.78E+13,3,2005,20-12-06 0:00
4822,ColonialVoice,7.78E+13,4,2008,05-07-06 0:00
4823,ColonialVoice,7.78E+13,12,2008,28-06-08 0:00
4824,ColonialVoice,7.78E+13,6,2008,23-12-07 0:00
4825,SuperiorCard,3.33E+13,11,2005,08-05-07 0:00
4826,Vista,1.11E+13,10,2007,22-01-03 0:00
4827,SuperiorCard,3.33E+13,7,2007,12-12-07 0:00
4828,SuperiorCard,3.33E+13,7,2005,22-01-08 0:00
4829,SuperiorCard,3.33E+13,12,2005,10-04-08 0:00
4830,ColonialVoice,7.78E+13,7,2005,01-07-07 0:00
4831,ColonialVoice,7.78E+13,7,2005,15-05-08 0:00
4832,Distinguish,5.56E+13,8,2006,23-05-06 0:00
4833,ColonialVoice,7.78E+13,7,2006,29-10-07 0:00
4834,Vista,1.11E+13,1,2005,01-12-06 0:00
4835,Vista,1.11E+13,12,2008,01-08-05 0:00
4836,SuperiorCard,3.33E+13,3,2007,03-06-08 0:00
4837,SuperiorCard,3.33E+13,4,2008,10-09-06 0:00
4838,Distinguish,5.56E+13,7,2007,10-08-06 0:00
4839,Distinguish,5.56E+13,6,2006,07-12-06 0:00
4840,Distinguish,5.56E+13,9,2005,13-02-07 0:00
4841,SuperiorCard,3.33E+13,10,2007,28-11-07 0:00
4842,Vista,1.11E+13,7,2005,01-08-05 0:00
4843,SuperiorCard,3.33E+13,1,2008,29-05-07 0:00
4844,Vista,1.11E+13,12,2007,08-01-08 0:00
4845,ColonialVoice,7.78E+13,10,2005,11-08-07 0:00
4846,Vista,1.11E+13,5,2006,08-12-06 0:00
4847,SuperiorCard,3.33E+13,11,2005,04-08-07 0:00
4848,Distinguish,5.56E+13,8,2007,11-06-07 0:00
4849,SuperiorCard,3.33E+13,1,2007,02-04-08 0:00
4850,Distinguish,5.56E+13,2,2006,11-03-06 0:00
4851,Distinguish,5.56E+13,8,2008,01-09-06 0:00
4852,SuperiorCard,3.33E+13,9,2005,04-12-05 0:00
4853,SuperiorCard,3.33E+13,5,2006,15-10-07 0:00
4854,Vista,1.11E+13,10,2005,26-05-05 0:00
4855,Distinguish,5.56E+13,11,2005,01-08-07 0:00
4856,SuperiorCard,3.33E+13,4,2005,08-04-08 0:00
4857,ColonialVoice,7.78E+13,4,2006,02-03-08 0:00
4858,Distinguish,5.56E+13,12,2007,11-06-08 0:00
4859,ColonialVoice,7.78E+13,5,2007,21-02-08 0:00
4860,Vista,1.11E+13,1,2006,04-12-07 0:00
4861,Vista,1.11E+13,8,2006,04-12-07 0:00
4862,Distinguish,5.56E+13,1,2005,14-07-07 0:00
4863,SuperiorCard,3.33E+13,8,2007,14-11-07 0:00
4864,SuperiorCard,3.33E+13,3,2005,29-06-08 0:00
4865,SuperiorCard,3.33E+13,4,2008,15-11-05 0:00
4866,ColonialVoice,7.78E+13,5,2008,15-09-07 0:00
4867,Distinguish,5.56E+13,3,2007,27-09-07 0:00
4868,Distinguish,5.56E+13,9,2008,15-09-07 0:00
4869,SuperiorCard,3.33E+13,1,2008,12-03-08 0:00
4870,Vista,1.11E+13,5,2006,03-06-08 0:00
4871,ColonialVoice,7.78E+13,12,2005,01-08-07 0:00
4872,Vista,1.11E+13,12,2006,24-06-08 0:00
4873,ColonialVoice,7.78E+13,5,2006,18-08-07 0:00
4874,Distinguish,5.56E+13,10,2005,14-01-07 0:00
4875,Vista,1.11E+13,5,2005,24-11-07 0:00
4876,Vista,1.11E+13,4,2005,04-10-07 0:00
4877,SuperiorCard,3.33E+13,3,2007,05-03-07 0:00
4878,ColonialVoice,7.78E+13,11,2006,14-05-06 0:00
4879,Distinguish,5.56E+13,12,2007,31-12-07 0:00
4880,SuperiorCard,3.33E+13,3,2007,23-11-07 0:00
4881,ColonialVoice,7.78E+13,11,2005,26-07-08 0:00
4882,ColonialVoice,7.78E+13,2,2006,08-05-06 0:00
4883,Vista,1.11E+13,8,2005,05-02-08 0:00
4884,Distinguish,5.56E+13,11,2005,24-02-08 0:00
4885,Vista,1.11E+13,6,2005,17-03-06 0:00
4886,SuperiorCard,3.33E+13,1,2005,16-10-05 0:00
4887,Distinguish,5.56E+13,6,2006,01-09-07 0:00
4888,SuperiorCard,3.33E+13,6,2006,16-12-07 0:00
4889,ColonialVoice,7.78E+13,5,2007,20-04-08 0:00
4890,ColonialVoice,7.78E+13,8,2006,18-01-08 0:00
4891,Vista,1.11E+13,10,2008,19-09-05 0:00
4892,SuperiorCard,3.33E+13,8,2005,15-04-08 0:00
4893,Vista,1.11E+13,5,2005,09-03-06 0:00
4894,SuperiorCard,3.33E+13,8,2007,04-04-07 0:00
4895,Vista,1.11E+13,10,2007,21-08-07 0:00
4896,SuperiorCard,3.33E+13,1,2005,14-04-08 0:00
4897,SuperiorCard,3.33E+13,9,2005,21-06-08 0:00
4898,Distinguish,5.56E+13,4,2008,10-06-08 0:00
4899,Distinguish,5.56E+13,3,2006,21-06-07 0:00
4900,ColonialVoice,7.78E+13,7,2007,10-03-03 0:00
4901,SuperiorCard,3.33E+13,11,2007,08-12-05 0:00
4902,ColonialVoice,7.78E+13,5,2007,09-11-07 0:00
4903,Distinguish,5.56E+13,7,2008,09-09-07 0:00
4904,SuperiorCard,3.33E+13,2,2006,16-08-06 0:00
4905,SuperiorCard,3.33E+13,5,2006,21-04-07 0:00
4906,Distinguish,5.56E+13,11,2006,08-03-08 0:00
4907,Distinguish,5.56E+13,1,2007,18-08-07 0:00
4908,Distinguish,5.56E+13,5,2006,22-09-07 0:00
4909,Distinguish,5.56E+13,5,2006,01-12-06 0:00
4910,ColonialVoice,7.78E+13,6,2006,25-03-06 0:00
4911,SuperiorCard,3.33E+13,6,2008,14-02-08 0:00
4912,ColonialVoice,7.78E+13,11,2006,30-03-07 0:00
4913,Vista,1.11E+13,5,2005,19-03-07 0:00
4914,Vista,1.11E+13,3,2007,07-10-07 0:00
4915,SuperiorCard,3.33E+13,9,2005,22-11-07 0:00
4916,Vista,1.11E+13,8,2007,05-03-07 0:00
4917,Distinguish,5.56E+13,1,2008,19-06-06 0:00
4918,Distinguish,5.56E+13,1,2007,23-03-08 0:00
4919,Distinguish,5.56E+13,5,2006,22-03-08 0:00
4920,Vista,1.11E+13,10,2007,24-05-08 0:00
4921,SuperiorCard,3.33E+13,6,2007,28-09-07 0:00
4922,Vista,1.11E+13,1,2006,10-10-07 0:00
4923,Vista,1.11E+13,7,2005,22-09-07 0:00
4924,ColonialVoice,7.78E+13,12,2008,20-04-08 0:00
4925,Distinguish,5.56E+13,12,2006,16-02-07 0:00
4926,Distinguish,5.56E+13,4,2008,31-01-07 0:00
4927,ColonialVoice,7.78E+13,12,2008,03-12-05 0:00
4928,ColonialVoice,7.78E+13,12,2008,04-02-07 0:00
4929,SuperiorCard,3.33E+13,6,2006,05-07-08 0:00
4930,SuperiorCard,3.33E+13,8,2005,14-03-08 0:00
4931,Vista,1.11E+13,3,2007,01-07-07 0:00
4932,ColonialVoice,7.78E+13,9,2008,04-03-07 0:00
4933,Distinguish,5.56E+13,9,2006,25-12-07 0:00
4934,ColonialVoice,7.78E+13,6,2007,26-07-07 0:00
4935,Vista,1.11E+13,2,2008,15-09-07 0:00
4936,Distinguish,5.56E+13,11,2008,17-11-05 0:00
4937,SuperiorCard,3.33E+13,1,2006,27-06-07 0:00
4938,Distinguish,5.56E+13,11,2006,16-08-07 0:00
4939,SuperiorCard,3.33E+13,2,2006,10-06-08 0:00
4940,Vista,1.11E+13,7,2005,17-06-08 0:00
4941,ColonialVoice,7.78E+13,8,2005,01-08-05 0:00
4942,Vista,1.11E+13,3,2008,17-10-06 0:00
4943,ColonialVoice,7.78E+13,3,2008,08-10-07 0:00
4944,Distinguish,5.56E+13,1,2006,01-01-07 0:00
4945,Distinguish,5.56E+13,11,2006,25-10-07 0:00
4946,ColonialVoice,7.78E+13,6,2008,15-12-06 0:00
4947,Vista,1.11E+13,10,2007,12-08-05 0:00
4948,ColonialVoice,7.78E+13,6,2005,08-01-07 0:00
4949,SuperiorCard,3.33E+13,5,2005,01-03-08 0:00
4950,ColonialVoice,7.78E+13,5,2005,14-12-06 0:00
4951,Distinguish,5.56E+13,7,2008,07-10-06 0:00
4952,Vista,1.11E+13,7,2008,30-01-07 0:00
4953,Vista,1.11E+13,6,2005,01-10-05 0:00
4954,ColonialVoice,7.78E+13,3,2005,26-11-07 0:00
4955,ColonialVoice,7.78E+13,7,2007,04-03-02 0:00
4956,SuperiorCard,3.33E+13,5,2005,26-01-07 0:00
4957,Vista,1.11E+13,8,2007,15-03-06 0:00
4958,SuperiorCard,3.33E+13,8,2005,27-09-06 0:00
4959,SuperiorCard,3.33E+13,8,2006,02-08-07 0:00
4960,SuperiorCard,3.33E+13,5,2006,27-06-08 0:00
4961,Distinguish,5.56E+13,4,2008,10-03-08 0:00
4962,Distinguish,5.56E+13,2,2007,15-05-07 0:00
4963,Vista,1.11E+13,12,2008,25-05-08 0:00
4964,Distinguish,5.56E+13,1,2006,12-08-05 0:00
4965,Vista,1.11E+13,2,2008,06-09-07 0:00
4966,Vista,1.11E+13,10,2007,01-10-06 0:00
4967,Vista,1.11E+13,11,2006,14-06-08 0:00
4968,Distinguish,5.56E+13,6,2005,17-09-06 0:00
4969,Distinguish,5.56E+13,11,2008,12-02-08 0:00
4970,SuperiorCard,3.33E+13,7,2008,13-08-07 0:00
4971,ColonialVoice,7.78E+13,9,2008,22-03-08 0:00
4972,SuperiorCard,3.33E+13,5,2007,10-10-07 0:00
4973,ColonialVoice,7.78E+13,12,2005,23-12-07 0:00
4974,SuperiorCard,3.33E+13,9,2005,19-04-08 0:00
4975,Vista,1.11E+13,3,2008,10-10-07 0:00
4976,ColonialVoice,7.78E+13,7,2008,23-09-07 0:00
4977,Vista,1.11E+13,8,2007,10-10-05 0:00
4978,Vista,1.11E+13,4,2005,09-09-07 0:00
4979,ColonialVoice,7.78E+13,4,2006,24-06-08 0:00
4980,Vista,1.11E+13,12,2005,17-06-08 0:00
4981,SuperiorCard,3.33E+13,1,2007,10-11-06 0:00
4982,ColonialVoice,7.78E+13,5,2005,25-09-07 0:00
4983,ColonialVoice,7.78E+13,5,2007,01-07-06 0:00
4984,ColonialVoice,7.78E+13,2,2005,03-12-07 0:00
4985,ColonialVoice,7.78E+13,10,2008,01-06-06 0:00
4986,ColonialVoice,7.78E+13,3,2007,23-02-08 0:00
4987,Vista,1.11E+13,9,2006,28-03-08 0:00
4988,Vista,1.11E+13,8,2006,15-12-07 0:00
4989,ColonialVoice,7.78E+13,12,2008,15-04-06 0:00
4990,ColonialVoice,7.78E+13,3,2005,10-09-05 0:00
4991,ColonialVoice,7.78E+13,6,2006,02-04-08 0:00
4992,ColonialVoice,7.78E+13,11,2008,15-02-07 0:00
4993,Vista,1.11E+13,7,2005,31-01-07 0:00
4994,Distinguish,5.56E+13,3,2005,06-03-06 0:00
4995,SuperiorCard,3.33E+13,5,2007,10-10-07 0:00
4996,Vista,1.11E+13,4,2007,27-06-08 0:00
4997,Vista,1.11E+13,2,2007,26-01-08 0:00
4998,SuperiorCard,3.33E+13,2,2008,02-09-07 0:00
4999,Vista,1.11E+13,3,2005,22-03-07 0:00
5000,Vista,1.11E+13,3,2008,19-03-08 0:00
5001,Vista,1.11E+13,6,2008,27-05-08 0:00
5002,SuperiorCard,3.33E+13,6,2005,03-04-08 0:00
5003,Distinguish,5.56E+13,4,2008,21-11-05 0:00
5004,Distinguish,5.56E+13,8,2007,30-10-05 0:00
5005,Distinguish,5.56E+13,7,2008,10-11-05 0:00
5006,Vista,1.11E+13,5,2005,20-09-07 0:00
5007,ColonialVoice,7.78E+13,4,2006,30-07-06 0:00
5008,Vista,1.11E+13,3,2007,17-04-08 0:00
5009,Distinguish,5.56E+13,7,2006,05-04-08 0:00
5010,ColonialVoice,7.78E+13,1,2006,05-07-08 0:00
5011,Distinguish,5.56E+13,2,2006,14-11-05 0:00
5012,Vista,1.11E+13,10,2007,31-08-06 0:00
5013,SuperiorCard,3.33E+13,1,2008,02-06-08 0:00
5014,SuperiorCard,3.33E+13,11,2008,21-11-07 0:00
5015,ColonialVoice,7.78E+13,12,2008,05-07-08 0:00
5016,ColonialVoice,7.78E+13,8,2008,14-12-07 0:00
5017,Vista,1.11E+13,6,2005,26-12-07 0:00
5018,ColonialVoice,7.78E+13,10,2005,17-08-07 0:00
5019,Distinguish,5.56E+13,5,2008,01-08-07 0:00
5020,Vista,1.11E+13,9,2005,08-10-05 0:00
5021,Vista,1.11E+13,1,2007,05-12-06 0:00
5022,ColonialVoice,7.78E+13,5,2005,04-01-08 0:00
5023,ColonialVoice,7.78E+13,1,2005,19-12-07 0:00
5024,Vista,1.11E+13,2,2006,28-10-07 0:00
5025,ColonialVoice,7.78E+13,3,2006,01-08-05 0:00
5026,Distinguish,5.56E+13,1,2008,21-04-07 0:00
5027,ColonialVoice,7.78E+13,2,2005,23-05-08 0:00
5028,ColonialVoice,7.78E+13,6,2006,07-12-07 0:00
5029,SuperiorCard,3.33E+13,11,2008,04-03-08 0:00
5030,SuperiorCard,3.33E+13,2,2007,03-02-08 0:00
5031,Vista,1.11E+13,12,2008,10-07-06 0:00
5032,ColonialVoice,7.78E+13,7,2007,28-12-07 0:00
5033,Distinguish,5.56E+13,6,2005,01-11-06 0:00
5034,ColonialVoice,7.78E+13,7,2008,24-06-05 0:00
5035,ColonialVoice,7.78E+13,1,2008,19-11-07 0:00
5036,SuperiorCard,3.33E+13,3,2007,14-05-07 0:00
5037,ColonialVoice,7.78E+13,1,2008,20-05-08 0:00
5038,SuperiorCard,3.33E+13,11,2007,22-11-07 0:00
5039,Vista,1.11E+13,4,2008,29-10-07 0:00
5040,Vista,1.11E+13,10,2007,12-08-07 0:00
5041,SuperiorCard,3.33E+13,6,2006,23-02-08 0:00
5042,ColonialVoice,7.78E+13,3,2007,25-02-07 0:00
5043,ColonialVoice,7.78E+13,7,2008,21-11-07 0:00
5044,SuperiorCard,3.33E+13,10,2005,05-09-06 0:00
5045,SuperiorCard,3.33E+13,10,2008,17-07-08 0:00
5046,ColonialVoice,7.78E+13,11,2008,10-06-07 0:00
5047,Vista,1.11E+13,9,2008,03-08-06 0:00
5048,SuperiorCard,3.33E+13,1,2007,17-05-08 0:00
5049,Distinguish,5.56E+13,3,2008,22-12-07 0:00
5050,Vista,1.11E+13,9,2005,23-03-08 0:00
5051,Distinguish,5.56E+13,7,2007,15-08-07 0:00
5052,ColonialVoice,7.78E+13,7,2006,11-12-07 0:00
5053,Vista,1.11E+13,12,2008,29-10-07 0:00
5054,ColonialVoice,7.78E+13,8,2007,27-07-05 0:00
5055,ColonialVoice,7.78E+13,4,2005,12-03-06 0:00
5056,Vista,1.11E+13,3,2008,16-06-08 0:00
5057,SuperiorCard,3.33E+13,5,2006,23-12-06 0:00
5058,Vista,1.11E+13,6,2008,16-01-08 0:00
5059,Distinguish,5.56E+13,5,2008,25-02-08 0:00
5060,Vista,1.11E+13,8,2006,17-01-08 0:00
5061,Distinguish,5.56E+13,6,2008,11-08-07 0:00
5062,ColonialVoice,7.78E+13,8,2008,06-05-08 0:00
5063,Vista,1.11E+13,10,2008,24-05-07 0:00
5064,SuperiorCard,3.33E+13,7,2007,03-06-07 0:00
5065,Distinguish,5.56E+13,9,2007,01-08-07 0:00
5066,Distinguish,5.56E+13,4,2006,07-02-07 0:00
5067,Distinguish,5.56E+13,5,2007,04-09-07 0:00
5068,SuperiorCard,3.33E+13,7,2007,11-11-07 0:00
5069,ColonialVoice,7.78E+13,5,2007,11-01-07 0:00
5070,Vista,1.11E+13,7,2007,04-08-07 0:00
5071,ColonialVoice,7.78E+13,4,2008,04-05-07 0:00
5072,Distinguish,5.56E+13,8,2008,03-04-08 0:00
5073,SuperiorCard,3.33E+13,5,2005,14-06-08 0:00
5074,Vista,1.11E+13,5,2006,12-09-06 0:00
5075,SuperiorCard,3.33E+13,9,2007,23-01-06 0:00
5076,SuperiorCard,3.33E+13,2,2005,30-11-07 0:00
