BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
134,781,adventure-works\eric0,0x7AEE80,3,Production Supervisor - WC20,20-02-79,M,M,15-02-03,FALSE,40,40,TRUE,{2ABCF39B-88D7-49FA-820A-83D223322BA5},31-07-08 0:00
135,253,adventure-works\ivo0,0x7AEEAC,4,Production Technician - WC20,04-02-76,M,M,05-01-03,FALSE,9,24,TRUE,{D83A26F3-7EA7-477B-A5BB-7EAADFC13A09},31-07-08 0:00
136,979,adventure-works\sylvester0,0x7AEEB4,4,Production Technician - WC20,13-12-64,M,M,12-01-04,FALSE,4,22,TRUE,{D9C43D08-3882-4E5C-BDF0-F6BD7004CD04},31-07-08 0:00
137,4045,adventure-works\anibal0,0x7AEEBC,4,Production Technician - WC20,06-10-68,S,F,27-03-03,FALSE,8,24,TRUE,{BC18A829-F0CE-4EAF-9785-2D84C86F925A},31-07-08 0:00
138,1378,adventure-works\samantha0,0x7AEEC2,4,Production Technician - WC20,23-12-81,M,F,08-03-03,FALSE,7,23,TRUE,{1629EDDD-D0AE-4CB9-A59C-3A175F7027E5},31-07-08 0:00
139,3763,adventure-works\hung-fu0,0x7AEEC6,4,Production Technician - WC20,23-11-65,S,M,07-02-04,FALSE,0,20,TRUE,{065D8D5F-9504-4FFE-98DC-E69677F19F15},31-07-08 0:00
140,1285,adventure-works\prasanna0,0x7AEECA,4,Production Technician - WC20,01-06-47,M,M,23-02-04,FALSE,5,22,TRUE,{72ED240A-0FD8-4423-8A49-9078BA6BCF6C},31-07-08 0:00
141,5410,adventure-works\min0,0x7AEECE,4,Production Technician - WC20,11-10-68,M,M,25-02-04,FALSE,1,20,TRUE,{CC75C35D-1566-43FA-B2E9-D1E508EFDCD1},31-07-08 0:00
142,4369,adventure-works\olinda0,0x7AEED1,4,Production Technician - WC20,05-05-64,S,F,04-04-04,FALSE,3,21,TRUE,{6456CEC3-9B1E-4EBC-9FD8-732B93363F65},31-07-08 0:00
143,2899,adventure-works\krishna0,0x7AEED3,4,Production Technician - WC20,06-10-65,S,M,16-03-04,FALSE,2,21,TRUE,{42A506A5-0AC0-4148-B702-BB7B804EF98C},31-07-08 0:00
144,3647,adventure-works\paul1,0x7AEED5,4,Production Technician - WC20,05-12-84,M,M,18-02-03,FALSE,6,23,TRUE,{DC5BA622-B860-41EE-AF92-5FEB4779B589},31-07-08 0:00
145,1520,adventure-works\cynthia0,0x7AEF80,3,Production Supervisor - WC30,19-09-75,S,F,28-02-03,FALSE,69,54,TRUE,{F9E1DC46-0D03-4A8A-B693-1A964BC13E6C},31-07-08 0:00
146,5175,adventure-works\jianshuo0,0x7AEFAC,4,Production Technician - WC30,27-08-77,S,M,08-01-03,FALSE,36,38,TRUE,{6FFF136A-9664-4EB9-9243-FAC76E21B9DD},31-07-08 0:00
147,2684,adventure-works\sandra0,0x7AEFB4,4,Production Technician - WC30,06-12-69,M,F,27-01-03,FALSE,37,38,TRUE,{F69F3FF9-E1E0-4419-A6BF-F705E1556160},31-07-08 0:00
148,1398,adventure-works\jason0,0x7AEFBC,4,Production Technician - WC30,08-01-83,S,M,15-02-03,FALSE,38,39,TRUE,{C16C501D-942D-4EB0-B5C4-EF8119FBEBA2},31-07-08 0:00
149,2165,adventure-works\andy0,0x7AEFC2,4,Production Technician - WC30,20-11-77,M,M,04-03-03,FALSE,39,39,TRUE,{615A6BFE-3046-4037-9764-238535F725BE},31-07-08 0:00
150,323,adventure-works\michael5,0x7AEFC6,4,Production Technician - WC30,19-10-76,M,M,30-03-03,FALSE,35,37,TRUE,{2B0876D4-8996-4E71-A613-BE2E98E7ACCF},31-07-08 0:00
151,3832,adventure-works\rostislav0,0x7AEFCA,4,Production Technician - WC30,15-10-71,M,M,23-03-03,FALSE,40,40,TRUE,{00027A8C-C2F8-4A31-ABA8-8A203638B8F1},31-07-08 0:00
152,3639,adventure-works\yuhong0,0x7AF044,3,Production Supervisor - WC20,08-05-71,M,M,05-03-03,FALSE,41,40,TRUE,{F1A684F4-02DB-4B22-8977-6D8D3A21100E},31-07-08 0:00
153,4662,adventure-works\hanying0,0x7AF04560,4,Production Technician - WC20,16-11-68,S,M,17-01-03,FALSE,15,27,TRUE,{618B71BC-6E8C-492D-8862-B9EFB7A4E06A},31-07-08 0:00
154,1563,adventure-works\raymond0,0x7AF045A0,4,Production Technician - WC20,02-04-61,M,M,24-01-03,FALSE,10,25,TRUE,{9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5},31-07-08 0:00
155,5113,adventure-works\fadi0,0x7AF045E0,4,Production Technician - WC20,19-03-83,S,M,05-02-03,FALSE,16,28,TRUE,{9923376F-26D0-4845-9D99-CC3D696CAEB8},31-07-08 0:00
156,1306,adventure-works\lane0,0x7AF04610,4,Production Technician - WC20,24-10-68,M,M,12-02-03,FALSE,11,25,TRUE,{042427B8-3883-4A87-A6A3-724EE1690F49},31-07-08 0:00
157,3439,adventure-works\linda1,0x7AF04630,4,Production Technician - WC20,06-11-71,S,F,07-03-03,FALSE,12,26,TRUE,{F963F913-449E-4EBB-BFDA-FC0C3010DB65},31-07-08 0:00
158,2776,adventure-works\shelley0,0x7AF04650,4,Production Technician - WC20,08-01-81,S,F,08-04-03,FALSE,14,27,TRUE,{13942056-2930-4490-83CE-AF2386D5A5E7},31-07-08 0:00
159,1301,adventure-works\terrence0,0x7AF04670,4,Production Technician - WC20,09-01-79,S,M,20-03-03,FALSE,13,26,TRUE,{4DA76442-5EEF-41FB-AE19-16C55714F9AD},31-07-08 0:00
160,4926,adventure-works\jeff0,0x7AF04C,3,Production Supervisor - WC45,16-02-71,M,M,22-02-03,FALSE,74,57,TRUE,{7C7D459E-1F49-427D-9BD5-DE31880C85DC},31-07-08 0:00
161,4065,adventure-works\kirk0,0x7AF04D60,4,Production Technician - WC45,10-03-79,S,M,16-01-03,FALSE,74,57,TRUE,{08D25BAA-167B-499C-8B51-31DCC856A8CF},31-07-08 0:00
162,3874,adventure-works\laura0,0x7AF04DA0,4,Production Technician - WC45,26-01-75,S,F,04-02-03,FALSE,75,57,TRUE,{FCCD65BA-2702-4409-AE56-75AF1710AC78},31-07-08 0:00
163,2517,adventure-works\alex0,0x7AF04DE0,4,Production Technician - WC45,14-05-84,M,M,12-03-03,FALSE,77,58,TRUE,{B96BC9C2-5A25-4A9B-887A-C7C10E47B80C},31-07-08 0:00
164,2800,adventure-works\andrew1,0x7AF04E10,4,Production Technician - WC45,26-10-82,S,M,07-04-03,FALSE,73,56,TRUE,{A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A},31-07-08 0:00
165,4791,adventure-works\chris0,0x7AF04E30,4,Production Technician - WC45,17-01-83,M,M,23-02-03,FALSE,76,58,TRUE,{300223F3-5587-4230-909B-D9C4AFD6D683},31-07-08 0:00
166,1937,adventure-works\jack0,0x7AF054,3,Production Supervisor - WC30,23-07-77,S,M,25-03-03,FALSE,68,54,TRUE,{69A47230-70EE-48FD-AC15-C39F3712FF14},31-07-08 0:00
167,845,adventure-works\david1,0x7AF05560,4,Production Technician - WC30,03-12-73,S,M,03-01-03,FALSE,25,32,TRUE,{ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E},31-07-08 0:00
168,471,adventure-works\garrett0,0x7AF055A0,4,Production Technician - WC30,26-09-78,S,M,08-01-03,FALSE,34,37,TRUE,{A6F5F72F-AA03-41B7-8B6E-B123BD360753},31-07-08 0:00
169,4411,adventure-works\susan1,0x7AF055E0,4,Production Technician - WC30,03-05-77,S,F,15-01-03,FALSE,31,35,TRUE,{F73D75D5-B47B-46EE-AD11-7BF13DD6C55D},31-07-08 0:00
170,1090,adventure-works\george0,0x7AF05610,4,Production Technician - WC30,18-05-71,M,M,22-01-03,FALSE,26,33,TRUE,{01B119A2-2AF3-4775-818E-B421FECB07A7},31-07-08 0:00
171,470,adventure-works\david3,0x7AF05630,4,Production Technician - WC30,04-09-75,S,M,03-02-03,FALSE,32,36,TRUE,{84C358D4-2493-452C-B7D6-B212C893A009},31-07-08 0:00
172,2645,adventure-works\marc0,0x7AF05650,4,Production Technician - WC30,24-11-80,M,M,17-02-03,FALSE,22,31,TRUE,{1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC},31-07-08 0:00
173,1459,adventure-works\eugene0,0x7AF05670,4,Production Technician - WC30,15-08-81,S,M,22-02-03,FALSE,33,36,TRUE,{1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D},31-07-08 0:00
174,5771,adventure-works\benjamin0,0x7AF05688,4,Production Technician - WC30,06-02-80,S,M,28-02-03,FALSE,28,34,TRUE,{F1A6F824-895B-4A0F-AF1B-05FBA703E69F},31-07-08 0:00
175,377,adventure-works\reed0,0x7AF05698,4,Production Technician - WC30,09-02-83,M,M,06-03-03,FALSE,23,31,TRUE,{B3967C00-7014-4960-AF15-B1A6D3094F6F},31-07-08 0:00
176,1003,adventure-works\david7,0x7AF056A8,4,Production Technician - WC30,25-10-79,M,M,18-03-03,FALSE,29,34,TRUE,{85AFB689-7EAB-41A8-B154-9446195D5BDE},31-07-08 0:00
177,5732,adventure-works\russell1,0x7AF056B8,4,Production Technician - WC30,14-03-76,M,M,25-03-03,FALSE,24,32,TRUE,{D54C7989-2675-4EF3-B392-370A8D264B2B},31-07-08 0:00
178,914,adventure-works\john3,0x7AF056C8,4,Production Technician - WC30,24-04-76,S,M,04-04-03,FALSE,27,33,TRUE,{96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6},31-07-08 0:00
179,2315,adventure-works\jan0,0x7AF056D8,4,Production Technician - WC30,16-12-68,S,M,06-04-03,FALSE,30,35,TRUE,{975F827D-BE71-4EB1-8DBF-E6C451D1FAD5},31-07-08 0:00
180,5224,adventure-works\katie0,0x7AF05C,3,Production Supervisor - WC20,20-12-78,S,F,24-03-03,FALSE,42,41,TRUE,{5BE8B211-CBE5-45D8-84FD-23F36A881473},31-07-08 0:00
181,406,adventure-works\michael0,0x7AF05D60,4,Production Technician - WC20,19-12-78,S,M,10-01-03,FALSE,20,30,TRUE,{4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0},31-07-08 0:00
182,3580,adventure-works\nitin0,0x7AF05DA0,4,Production Technician - WC20,01-01-81,S,M,29-01-03,FALSE,21,30,TRUE,{EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E},31-07-08 0:00
183,4642,adventure-works\barbara0,0x7AF05DE0,4,Production Technician - WC20,02-08-73,M,F,23-02-03,FALSE,17,28,TRUE,{045C9CBB-3448-4599-9FA9-6C7A9F82F832},31-07-08 0:00
184,1376,adventure-works\john2,0x7AF05E10,4,Production Technician - WC20,06-05-80,M,M,13-03-03,FALSE,18,29,TRUE,{BAB69951-28AD-4BCA-B5AC-032746D0CC6F},31-07-08 0:00
185,3571,adventure-works\stefen0,0x7AF05E30,4,Production Technician - WC20,21-01-70,S,M,01-04-03,FALSE,19,29,TRUE,{B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF},31-07-08 0:00
186,5076,adventure-works\shane0,0x7AF064,3,Production Supervisor - WC45,24-06-84,S,M,12-03-03,FALSE,75,57,TRUE,{2625C358-672A-4000-AD67-B8CD3F318285},31-07-08 0:00
187,3857,adventure-works\yvonne0,0x7AF06560,4,Production Technician - WC45,17-05-83,M,F,10-01-03,FALSE,79,59,TRUE,{83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772},31-07-08 0:00
188,1613,adventure-works\douglas0,0x7AF065A0,4,Production Technician - WC45,26-12-79,M,M,28-01-03,FALSE,80,60,TRUE,{1AB0EDEB-7558-4734-8423-5A11B44DCA35},31-07-08 0:00
189,5386,adventure-works\janeth0,0x7AF065E0,4,Production Technician - WC45,25-08-66,S,F,16-02-03,FALSE,81,60,TRUE,{8261B8CB-BC3F-4BCE-B364-86035D870263},31-07-08 0:00
190,4443,adventure-works\robert0,0x7AF06610,4,Production Technician - WC45,01-04-79,S,M,06-03-03,FALSE,82,61,TRUE,{2203154E-5EBD-4ACA-99BE-D835A3309D03},31-07-08 0:00
191,3893,adventure-works\lionel0,0x7AF06630,4,Production Technician - WC45,15-04-82,S,M,30-03-03,FALSE,78,59,TRUE,{231B1798-F67B-45C1-9688-265180F93D28},31-07-08 0:00
192,1897,adventure-works\brenda0,0x7AF06C,3,Production Supervisor - WC40,31-03-77,M,F,06-04-03,FALSE,71,55,TRUE,{714D519B-375E-4C5A-8491-C758D00CF95F},31-07-08 0:00
193,1939,adventure-works\alejandro0,0x7AF06D60,4,Production Technician - WC40,06-01-83,S,M,07-01-03,FALSE,52,46,TRUE,{8C7321D2-2C64-4902-9D64-8F5C1EB7F747},31-07-08 0:00
194,5624,adventure-works\fred0,0x7AF06DA0,4,Production Technician - WC40,27-07-83,S,M,13-01-03,FALSE,47,43,TRUE,{45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82},31-07-08 0:00
195,582,adventure-works\kevin1,0x7AF06DE0,4,Production Technician - WC40,26-01-80,S,M,18-01-03,FALSE,58,49,TRUE,{DC7E95FF-275E-41C2-8ED3-686864F0540A},31-07-08 0:00
196,3807,adventure-works\shammi0,0x7AF06E10,4,Production Technician - WC40,05-11-74,M,M,25-01-03,FALSE,53,46,TRUE,{9BEF0C94-7969-4905-9A42-CE469C754800},31-07-08 0:00
197,4994,adventure-works\rajesh0,0x7AF06E30,4,Production Technician - WC40,05-11-71,M,M,01-02-03,FALSE,48,44,TRUE,{ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9},31-07-08 0:00
198,5223,adventure-works\lorraine0,0x7AF06E50,4,Production Technician - WC40,28-12-82,M,F,05-02-03,FALSE,49,44,TRUE,{A63966B6-9AD6-40BC-AFD4-A83745879F4D},31-07-08 0:00
199,4487,adventure-works\paula1,0x7AF06E70,4,Production Technician - WC40,13-03-81,M,F,13-02-03,FALSE,54,47,TRUE,{5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6},31-07-08 0:00
200,2038,adventure-works\frank0,0x7AF06E88,4,Production Technician - WC40,07-10-81,M,M,18-02-03,FALSE,56,48,TRUE,{DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2},31-07-08 0:00
201,403,adventure-works\brian0,0x7AF06E98,4,Production Technician - WC40,14-03-71,S,M,02-03-03,FALSE,55,47,TRUE,{18D594A8-B4ED-43C0-9C43-6033FEAADF4E},31-07-08 0:00
202,3395,adventure-works\tawana0,0x7AF06EA8,4,Production Technician - WC40,12-12-83,S,M,09-03-03,FALSE,50,45,TRUE,{BB4A3E50-232E-4212-9FAF-E67429FEBC7D},31-07-08 0:00
203,5021,adventure-works\ken1,0x7AF06EB8,4,Production Technician - WC40,29-06-75,M,M,28-03-03,FALSE,51,45,TRUE,{699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA},31-07-08 0:00
204,2606,adventure-works\gabe0,0x7AF06EC8,4,Production Technician - WC40,11-06-82,M,M,09-04-03,FALSE,57,48,TRUE,{790C9A7C-264C-4D48-A9D3-E2571A8011D8},31-07-08 0:00
205,1537,adventure-works\lori0,0x7AF074,3,Production Supervisor - WC45,19-08-74,S,F,30-03-03,FALSE,76,58,TRUE,{23D436FC-08F7-4988-8B4D-490AA4E8B7E7},31-07-08 0:00
206,2719,adventure-works\stuart0,0x7AF07560,4,Production Technician - WC45,14-10-56,S,M,03-01-03,FALSE,84,62,TRUE,{4F361B4F-7920-4037-9A0A-46D616F9B9C7},31-07-08 0:00
207,2504,adventure-works\greg0,0x7AF075A0,4,Production Technician - WC45,18-11-64,S,M,03-01-03,FALSE,85,62,TRUE,{A36B5D6B-72A5-47F8-9F6B-5D922130E760},31-07-08 0:00
208,3708,adventure-works\scott0,0x7AF075E0,4,Production Technician - WC45,13-03-81,M,M,09-02-03,FALSE,86,63,TRUE,{E35DA50A-BB51-4E08-8B8D-87EF4650247A},31-07-08 0:00
209,328,adventure-works\kathie0,0x7AF07610,4,Production Technician - WC45,02-12-84,M,F,28-02-03,FALSE,87,63,TRUE,{25FC84D7-E013-44B8-82CD-63CD4723AF81},31-07-08 0:00
210,235,adventure-works\belinda0,0x7AF07630,4,Production Technician - WC45,19-10-63,S,F,24-03-03,FALSE,83,61,TRUE,{F714B5EC-CA7C-4E6E-A812-2C5A119F4C30},31-07-08 0:00
211,1950,adventure-works\hazem0,0x7B40,2,Quality Assurance Manager,27-11-71,S,M,01-04-03,TRUE,80,60,TRUE,{05C84608-F445-4F9D-BB5C-0828C309C29D},17:08.6
212,2994,adventure-works\peng0,0x7B56,3,Quality Assurance Supervisor,19-04-70,M,M,10-01-03,TRUE,81,60,TRUE,{E249D613-36C9-4544-9B6F-6CE50E5E0DA5},31-07-08 0:00
213,1172,adventure-works\sootha0,0x7B56B0,4,Quality Assurance Technician,05-01-61,M,M,26-03-04,FALSE,85,62,TRUE,{A3DADF19-27F0-460A-9888-CE6CAA9E3583},31-07-08 0:00
214,4233,adventure-works\andreas0,0x7B56D0,4,Quality Assurance Technician,29-04-83,M,M,06-03-03,FALSE,84,62,TRUE,{F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818},31-07-08 0:00
215,5042,adventure-works\mark0,0x7B56F0,4,Quality Assurance Technician,31-05-80,S,M,16-02-03,FALSE,83,61,TRUE,{6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A},31-07-08 0:00
216,315,adventure-works\sean0,0x7B5708,4,Quality Assurance Technician,07-04-70,S,M,29-01-03,FALSE,82,61,TRUE,{34E128CF-D904-4327-8014-9DF0D5DE7D08},31-07-08 0:00
217,168,adventure-works\zainal0,0x7B5A,3,Document Control Manager,02-03-70,M,M,05-02-03,FALSE,77,58,TRUE,{DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3},31-07-08 0:00
218,3909,adventure-works\tengiz0,0x7B5AB0,4,Control Specialist,29-05-84,S,M,17-01-03,FALSE,76,58,TRUE,{C609B3B2-7969-410C-934C-62C34B63C4EE},31-07-08 0:00
219,2125,adventure-works\sean1,0x7B5AD0,4,Document Control Assistant,12-04-81,S,M,23-02-03,FALSE,78,59,TRUE,{F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4},31-07-08 0:00
220,2118,adventure-works\karen0,0x7B5AF0,4,Document Control Assistant,25-01-70,M,F,13-03-03,FALSE,79,59,TRUE,{8A41ED23-7AE2-4C15-AA5D-9496E721F848},31-07-08 0:00
221,2345,adventure-works\chris1,0x7B5B08,4,Control Specialist,26-06-81,M,M,07-04-03,FALSE,75,57,TRUE,{45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4},31-07-08 0:00
222,2438,adventure-works\ascott0,0x7BC0,2,Master Scheduler,19-10-62,S,M,13-01-03,FALSE,44,42,TRUE,{13909262-4136-492F-BCA3-0B0E3773B03E},17:08.6
223,5637,adventure-works\sairaj0,0x7BD6,3,Scheduling Assistant,22-01-82,M,M,27-02-03,FALSE,46,43,TRUE,{4D36A720-CE32-4C47-866A-DB7844449309},31-07-08 0:00
224,1144,adventure-works\william0,0x7BDA,3,Scheduling Assistant,08-12-75,M,M,08-02-03,FALSE,45,42,TRUE,{1A68CD62-6FE9-4613-90D4-2CD178E4E54A},31-07-08 0:00
225,3660,adventure-works\alan0,0x7BDE,3,Scheduling Assistant,30-04-78,M,M,17-03-03,FALSE,47,43,TRUE,{DE321854-B076-4D59-BB7B-42152031B108},31-07-08 0:00
226,5079,adventure-works\brian1,0x7BE1,3,Scheduling Assistant,12-09-78,M,M,04-04-03,FALSE,48,44,TRUE,{DFA02733-C26E-4E31-99D8-9167E4E5131D},31-07-08 0:00
227,2655,adventure-works\gary1,0x7C20,2,Facilities Manager,21-03-65,M,M,03-01-04,TRUE,86,63,TRUE,{62F6EC59-5635-44F3-9CC1-2D8EEAF90A05},31-07-08 0:00
228,5208,adventure-works\christian0,0x7C2B,3,Maintenance Supervisor,18-02-70,M,M,15-01-03,TRUE,92,66,TRUE,{4611C7C5-90A0-407F-B054-93BD51533609},31-07-08 0:00
229,4868,adventure-works\lori1,0x7C2B58,4,Janitor,31-08-64,M,F,19-03-04,FALSE,90,65,TRUE,{929FE187-EE24-4F5F-AF2A-F96324F09423},31-07-08 0:00
230,3333,adventure-works\stuart1,0x7C2B68,4,Janitor,17-01-66,M,M,05-04-04,FALSE,88,64,TRUE,{CC2791E6-7629-49C5-922A-81445AFDF033},31-07-08 0:00
231,2046,adventure-works\jo1,0x7C2B78,4,Janitor,25-05-48,M,F,07-04-04,FALSE,91,65,TRUE,{39AF5CCA-9B52-41E5-B510-72901D2578F6},31-07-08 0:00
232,1725,adventure-works\pat0,0x7C2B84,4,Janitor,03-01-65,S,M,28-02-04,FALSE,89,64,TRUE,{49238447-30EE-4009-993F-0B6C756AB436},31-07-08 0:00
233,1837,adventure-works\magnus0,0x7C2D,3,Facilities Administrative Assistant,27-09-65,M,M,22-01-04,FALSE,87,63,TRUE,{0A4BCC09-ACE5-4481-9067-8B9ED70ECA18},31-07-08 0:00
234,2449,adventure-works\laura1,0x84,1,Chief Financial Officer,06-02-70,M,F,04-03-03,TRUE,0,20,TRUE,{D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6},31-07-08 0:00
235,5292,adventure-works\paula0,0x8560,2,Human Resources Manager,14-03-70,M,F,07-01-03,TRUE,54,47,TRUE,{65028F15-4149-4DE5-B203-9D7EC86BAF87},31-07-08 0:00
236,4954,adventure-works\grant0,0x856B,3,Human Resources Administrative Assistant,18-05-70,S,M,29-03-03,FALSE,53,46,TRUE,{4511ABBA-7F34-400E-907B-A663C20E1A41},31-07-08 0:00
237,4393,adventure-works\hao0,0x856D,3,Human Resources Administrative Assistant,19-05-71,S,M,10-03-03,FALSE,52,46,TRUE,{FD53C4C8-B34E-460F-9EE5-747B07FE98B3},31-07-08 0:00
238,3212,adventure-works\vidur0,0x856F,3,Recruiter,02-09-78,S,M,02-02-03,FALSE,50,45,TRUE,{47E76B59-B137-4572-AD55-6B3E68C13BD3},31-07-08 0:00
239,2306,adventure-works\mindy0,0x857080,3,Benefits Specialist,22-12-78,M,F,26-01-03,FALSE,51,45,TRUE,{834D7AB6-06E6-4944-B42F-028CD4BD388E},31-07-08 0:00
240,2191,adventure-works\willis0,0x857180,3,Recruiter,18-08-72,S,M,14-01-03,FALSE,49,44,TRUE,{A1D86ECC-EA17-4B1B-8369-F1D07AB0A469},31-07-08 0:00
241,4271,adventure-works\david6,0x85A0,2,Accounts Manager,08-08-77,M,M,03-03-03,TRUE,57,48,TRUE,{2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D},31-07-08 0:00
242,3580,adventure-works\deborah0,0x85AB,3,Accounts Receivable Specialist,07-04-70,M,F,19-01-03,FALSE,60,50,TRUE,{09F75454-028C-46CA-BC08-0147BD0220D7},31-07-08 0:00
243,1379,adventure-works\candy0,0x85AD,3,Accounts Receivable Specialist,26-03-70,S,F,07-02-03,FALSE,61,50,TRUE,{9E9F713B-707C-4F7E-9504-DE188052A045},31-07-08 0:00
244,1780,adventure-works\bryan1,0x85AF,3,Accounts Receivable Specialist,22-10-78,S,M,25-02-03,FALSE,62,51,TRUE,{CB3E71EC-A381-4716-87DF-D3841AB9795A},31-07-08 0:00
245,9,adventure-works\barbara1,0x85B080,3,Accountant,04-02-70,M,F,22-03-03,TRUE,58,49,TRUE,{3FFBA84E-8E97-4649-A5E1-859649D83AAE},31-07-08 0:00
246,3292,adventure-works\dragan0,0x85B180,3,Accounts Payable Specialist,18-03-71,M,M,15-03-03,FALSE,63,51,TRUE,{51C54D34-064B-44F7-A6B1-7702BD491980},31-07-08 0:00
247,286,adventure-works\janet0,0x85B280,3,Accounts Payable Specialist,09-04-73,M,F,02-04-03,FALSE,64,52,TRUE,{0C641D77-8675-493F-9947-8C65136559CD},31-07-08 0:00
248,2994,adventure-works\mike0,0x85B380,3,Accountant,01-08-73,S,M,09-04-03,TRUE,59,49,TRUE,{AC35337D-7C75-4DEE-BB11-6564F257FE18},31-07-08 0:00
249,3103,adventure-works\wendy0,0x85E0,2,Finance Manager,12-11-78,S,F,26-01-03,TRUE,55,47,TRUE,{8F410408-4AA8-4D67-886D-530BFE4EBE3B},31-07-08 0:00
250,1988,adventure-works\sheela0,0x85EB,3,Purchasing Manager,13-03-72,S,F,28-03-05,TRUE,49,44,TRUE,{7D6B0155-0191-4599-8394-378EBDE63C9A},31-07-08 0:00
251,2530,adventure-works\mikael0,0x85EB58,4,Buyer,18-09-78,S,M,14-03-03,FALSE,59,49,TRUE,{D0FD55FF-42FA-491E-8B3B-AB3316018909},31-07-08 0:00
252,2308,adventure-works\arvind0,0x85EB68,4,Buyer,21-09-68,M,M,01-04-03,FALSE,60,50,TRUE,{51DE26F0-6ED9-4A70-B689-88EB882674B6},31-07-08 0:00
253,2563,adventure-works\linda2,0x85EB78,4,Buyer,31-12-64,M,F,18-01-04,FALSE,56,48,TRUE,{ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F},31-07-08 0:00
254,458,adventure-works\fukiko0,0x85EB84,4,Buyer,25-12-64,M,M,05-02-04,FALSE,57,48,TRUE,{36CD6636-C657-4FC7-9BFA-CC1BFA9102A2},31-07-08 0:00
255,4362,adventure-works\gordon0,0x85EB8C,4,Buyer,30-12-60,M,M,12-02-04,FALSE,52,46,TRUE,{2CB2D5C3-C437-49B1-9FFD-FAA096F6126F},31-07-08 0:00
256,1512,adventure-works\frank2,0x85EB94,4,Buyer,13-06-46,M,M,24-02-04,FALSE,58,49,TRUE,{0423D8D0-1B14-4718-8C17-85E2F98D222F},31-07-08 0:00
257,3248,adventure-works\eric2,0x85EB9C,4,Buyer,19-10-66,S,M,28-02-04,FALSE,54,47,TRUE,{A28AB377-06F5-417A-A5E2-59F459088699},31-07-08 0:00
258,2249,adventure-works\erin0,0x85EBA2,4,Buyer,04-02-65,S,F,03-03-04,FALSE,53,46,TRUE,{B60712A9-50A5-4296-B892-69C4701834B0},31-07-08 0:00
259,2531,adventure-works\ben0,0x85EBA6,4,Buyer,05-07-67,M,M,09-04-04,FALSE,55,47,TRUE,{B9641CAE-765C-4662-B760-C167A1F2B8B5},31-07-08 0:00
260,110,adventure-works\annette0,0x85EBAA,4,Purchasing Assistant,01-03-72,M,F,06-01-05,FALSE,50,45,TRUE,{9E03395F-4D5D-4A53-880E-174BD8C1DB59},31-07-08 0:00
261,2495,adventure-works\reinout0,0x85EBAE,4,Purchasing Assistant,18-02-72,M,M,25-01-05,FALSE,51,45,TRUE,{9825EB00-8E36-4506-93A2-6DDCDC0B13C3},31-07-08 0:00
262,1906,adventure-works\david5,0x8610,2,Assistant to the Chief Financial Officer,23-07-58,S,M,13-02-03,FALSE,56,48,TRUE,{BE81FD77-428C-449F-AB79-48B1CDF53D6A},31-07-08 0:00
263,5805,adventure-works\jean0,0x8C,1,Information Services Manager,13-01-70,S,F,12-01-03,TRUE,65,52,TRUE,{794A0B1F-C46A-401C-984D-008996FC7092},31-07-08 0:00
264,3880,adventure-works\stephanie0,0x8D60,2,Network Manager,26-04-78,S,F,08-03-03,TRUE,68,54,TRUE,{221CBB7B-8BAE-452B-A16F-A67EBB3873C8},31-07-08 0:00
265,4584,adventure-works\ashvini0,0x8D6B,3,Network Administrator,28-04-71,S,M,05-01-03,FALSE,70,55,TRUE,{2E680C1C-7C02-4343-9626-6F97273414C0},31-07-08 0:00
266,5584,adventure-works\peter1,0x8D6D,3,Network Administrator,29-06-74,S,M,27-03-03,FALSE,69,54,TRUE,{86601E6A-6955-40FC-BB4A-1053A843CE99},31-07-08 0:00
