CreditCardID,CardType,ExpMonth,ExpYear,ModifiedDate,CardNumber
1454,Vista,7,2007,08-10-05 0:00,37138
1455,SuperiorCard,11,2008,26-05-08 0:00,77604
1456,Distinguish,10,2008,26-02-08 0:00,157925
1457,Distinguish,4,2006,07-12-05 0:00,189476
1458,ColonialVoice,9,2005,11-09-06 0:00,129872
1459,Distinguish,10,2006,02-12-07 0:00,166711
1460,ColonialVoice,6,2008,11-10-07 0:00,7982
1461,SuperiorCard,12,2005,31-05-07 0:00,89010
1462,Vista,11,2005,26-01-04 0:00,151299
1463,Distinguish,9,2007,27-12-07 0:00,54504
1464,ColonialVoice,11,2006,17-07-06 0:00,121339
1465,ColonialVoice,4,2007,16-05-06 0:00,142718
1466,Distinguish,5,2007,23-01-08 0:00,97708
1467,SuperiorCard,7,2008,08-01-08 0:00,101223
1468,Distinguish,12,2005,03-12-07 0:00,21679
1469,Vista,1,2008,02-06-08 0:00,181891
1470,Distinguish,10,2008,17-10-07 0:00,189300
1471,Distinguish,4,2008,18-05-08 0:00,10527
1472,SuperiorCard,9,2006,18-01-03 0:00,129715
1473,Distinguish,7,2005,16-04-08 0:00,64819
1474,SuperiorCard,12,2006,01-04-08 0:00,6294
1475,ColonialVoice,3,2006,08-10-07 0:00,100600
1476,SuperiorCard,10,2006,02-07-08 0:00,118435
1477,Vista,1,2005,14-07-06 0:00,19131
1478,ColonialVoice,7,2008,08-08-07 0:00,161910
1479,SuperiorCard,1,2005,21-10-07 0:00,185774
1480,ColonialVoice,4,2005,08-11-07 0:00,155314
1481,SuperiorCard,2,2008,16-04-08 0:00,269
1482,ColonialVoice,6,2007,13-12-07 0:00,132060
1483,Vista,7,2008,14-05-07 0:00,12211
1484,Distinguish,11,2006,19-09-07 0:00,101085
1485,Distinguish,9,2005,23-01-07 0:00,146833
1486,Distinguish,7,2006,26-05-08 0:00,168866
1487,Vista,5,2008,24-11-07 0:00,50673
1488,SuperiorCard,6,2008,14-08-07 0:00,122525
1489,Distinguish,6,2008,20-02-08 0:00,14758
1490,ColonialVoice,3,2007,04-12-07 0:00,36278
1491,Vista,1,2006,16-04-08 0:00,11106
1492,Vista,4,2007,13-05-08 0:00,188098
1493,SuperiorCard,10,2007,19-09-05 0:00,67760
1494,Distinguish,12,2006,06-01-08 0:00,108510
1495,ColonialVoice,6,2006,05-07-06 0:00,128053
1496,Vista,9,2005,21-10-07 0:00,177485
1497,ColonialVoice,11,2006,03-08-07 0:00,106572
1498,ColonialVoice,6,2006,19-04-08 0:00,154214
1499,ColonialVoice,4,2006,25-05-08 0:00,13714
1500,Vista,9,2006,24-07-05 0:00,48969
1501,Distinguish,11,2006,13-12-07 0:00,143632
1502,Distinguish,11,2006,16-06-08 0:00,12512
1503,Vista,11,2005,14-06-08 0:00,138279
1504,ColonialVoice,3,2005,28-06-07 0:00,14815
1505,ColonialVoice,1,2006,09-09-07 0:00,129219
1506,Distinguish,3,2005,02-05-07 0:00,23957
1507,Distinguish,3,2005,04-05-08 0:00,77600
1508,ColonialVoice,7,2007,11-09-07 0:00,31918
1509,ColonialVoice,1,2008,20-04-08 0:00,158149
1510,Distinguish,8,2007,18-09-07 0:00,150158
1511,Vista,11,2006,10-09-07 0:00,153347
1512,Vista,4,2007,08-11-07 0:00,79249
1513,Distinguish,11,2006,21-06-08 0:00,155355
1514,Vista,6,2007,20-02-08 0:00,73000
1515,ColonialVoice,1,2006,15-06-08 0:00,56412
1516,Distinguish,11,2006,24-02-08 0:00,44157
1517,SuperiorCard,2,2007,29-09-07 0:00,101629
1518,Vista,9,2007,26-10-06 0:00,65848
1519,Vista,9,2006,11-04-08 0:00,19755
1520,ColonialVoice,11,2007,01-05-06 0:00,65797
1521,Vista,4,2006,21-08-07 0:00,180017
1522,ColonialVoice,4,2005,28-12-06 0:00,171962
1523,SuperiorCard,5,2007,04-07-06 0:00,179392
1524,Distinguish,12,2006,16-04-06 0:00,172314
1525,Distinguish,12,2005,24-05-08 0:00,117240
1526,Vista,8,2008,19-03-07 0:00,135434
1527,Distinguish,1,2005,17-06-08 0:00,31947
1528,SuperiorCard,1,2008,26-05-08 0:00,107399
1529,Vista,12,2007,25-11-07 0:00,188946
1530,Distinguish,10,2008,25-04-08 0:00,10709
1531,Vista,9,2007,26-12-07 0:00,107424
1532,SuperiorCard,10,2008,24-05-07 0:00,159625
1533,SuperiorCard,8,2007,01-07-06 0:00,132132
1534,Vista,7,2006,18-04-08 0:00,65418
1535,SuperiorCard,4,2008,19-08-05 0:00,101821
1536,Distinguish,5,2007,02-04-07 0:00,153639
1537,ColonialVoice,5,2008,21-12-07 0:00,78714
1538,Vista,12,2006,25-08-07 0:00,113629
1539,Vista,12,2008,23-02-08 0:00,175411
1540,ColonialVoice,5,2008,08-03-07 0:00,163774
1541,Vista,6,2007,06-06-08 0:00,65019
1542,Vista,12,2007,06-04-08 0:00,114273
1543,SuperiorCard,4,2008,14-03-08 0:00,37979
1544,SuperiorCard,1,2007,21-09-07 0:00,148182
1545,Vista,1,2008,18-08-07 0:00,7359
1546,SuperiorCard,1,2007,12-07-05 0:00,34157
1547,Distinguish,7,2006,20-12-05 0:00,133209
1548,SuperiorCard,10,2005,22-11-07 0:00,143836
1549,ColonialVoice,10,2005,08-03-08 0:00,110184
1550,SuperiorCard,7,2008,11-07-07 0:00,155575
1551,ColonialVoice,2,2008,24-02-08 0:00,4395
1552,SuperiorCard,4,2006,12-06-08 0:00,47287
1553,ColonialVoice,9,2006,01-09-06 0:00,110040
1554,SuperiorCard,3,2008,03-10-05 0:00,35713
1555,Vista,11,2007,26-04-07 0:00,83338
1556,SuperiorCard,9,2008,01-04-08 0:00,2637
1557,SuperiorCard,2,2005,17-04-08 0:00,73708
1558,ColonialVoice,1,2005,03-09-07 0:00,63021
1559,Distinguish,6,2008,07-05-08 0:00,14544
1560,Vista,1,2006,23-12-07 0:00,177973
1561,SuperiorCard,8,2005,09-09-07 0:00,169438
1562,Distinguish,11,2008,01-08-07 0:00,135706
1563,Distinguish,1,2007,01-07-08 0:00,15878
1564,Vista,7,2005,06-05-07 0:00,104295
1565,Distinguish,8,2006,15-08-07 0:00,78733
1566,ColonialVoice,11,2008,01-07-05 0:00,177408
1567,SuperiorCard,12,2006,16-10-07 0:00,127212
1568,ColonialVoice,2,2008,03-08-07 0:00,162741
1569,Vista,12,2008,29-11-07 0:00,130681
1570,Vista,3,2005,24-07-08 0:00,129074
1571,Vista,6,2006,24-11-07 0:00,184965
1572,ColonialVoice,10,2005,18-03-08 0:00,74805
1573,Vista,11,2007,16-04-08 0:00,142195
1574,SuperiorCard,1,2007,20-09-07 0:00,35366
1575,SuperiorCard,11,2008,05-11-06 0:00,147811
1576,Distinguish,6,2005,20-02-08 0:00,125499
1577,SuperiorCard,3,2008,21-07-08 0:00,150349
1578,ColonialVoice,10,2006,27-09-05 0:00,58469
1579,ColonialVoice,3,2007,06-03-06 0:00,153072
1580,SuperiorCard,12,2008,19-07-06 0:00,64253
1581,Distinguish,6,2005,08-06-08 0:00,4687
1582,Vista,7,2006,25-09-07 0:00,152930
1583,Distinguish,5,2006,11-02-08 0:00,171151
1584,Distinguish,6,2007,19-01-08 0:00,180238
1585,Vista,4,2007,06-12-07 0:00,138781
1586,Distinguish,9,2006,26-08-07 0:00,98868
1587,Distinguish,9,2008,06-04-08 0:00,164663
1588,Distinguish,4,2005,05-12-06 0:00,75515
1589,ColonialVoice,3,2008,29-03-07 0:00,92133
1590,Distinguish,1,2007,20-06-08 0:00,83432
1591,SuperiorCard,1,2007,09-10-05 0:00,86196
1592,SuperiorCard,6,2007,23-03-06 0:00,127785
1593,SuperiorCard,4,2008,09-09-06 0:00,173227
1594,ColonialVoice,9,2008,14-10-07 0:00,14161
1595,Distinguish,4,2005,18-06-08 0:00,111442
1596,SuperiorCard,9,2006,09-04-08 0:00,38988
1597,Vista,1,2008,05-05-08 0:00,65707
1598,ColonialVoice,4,2007,19-02-08 0:00,176083
1599,Distinguish,10,2006,04-08-06 0:00,43090
1600,Vista,2,2005,29-06-08 0:00,104634
1601,SuperiorCard,7,2007,31-01-08 0:00,91113
1602,SuperiorCard,7,2006,30-03-08 0:00,101661
1603,Vista,12,2007,22-10-07 0:00,165300
1604,Vista,5,2007,17-03-08 0:00,68517
1605,SuperiorCard,12,2005,29-04-08 0:00,49082
1606,SuperiorCard,12,2006,23-06-08 0:00,160610
1607,SuperiorCard,3,2005,25-06-08 0:00,131371
1608,Distinguish,8,2007,14-01-06 0:00,179442
1609,SuperiorCard,9,2008,07-09-07 0:00,9067
1610,ColonialVoice,7,2005,27-04-08 0:00,120538
1611,Vista,9,2007,20-09-07 0:00,63590
1612,Distinguish,5,2008,21-08-05 0:00,45863
1613,Distinguish,9,2005,24-07-08 0:00,37049
1614,Vista,7,2005,18-06-06 0:00,177872
1615,ColonialVoice,3,2008,06-11-07 0:00,171201
1616,Vista,7,2007,21-01-07 0:00,115348
1617,ColonialVoice,1,2005,23-10-07 0:00,149753
1618,Vista,6,2006,27-05-07 0:00,108545
1619,SuperiorCard,9,2007,27-02-08 0:00,36666
1620,Vista,3,2008,17-11-07 0:00,28974
1621,Vista,12,2008,09-09-06 0:00,159032
1622,Distinguish,6,2006,27-08-07 0:00,134381
1623,Distinguish,7,2008,28-07-06 0:00,27786
1624,Vista,12,2008,12-09-07 0:00,44257
1625,Distinguish,6,2008,06-10-07 0:00,16279
1626,Distinguish,2,2008,29-02-08 0:00,20
1627,SuperiorCard,9,2006,31-12-07 0:00,4861
1628,Distinguish,11,2008,12-10-06 0:00,10167
1629,ColonialVoice,5,2008,15-03-06 0:00,41508
1630,Vista,6,2005,31-01-03 0:00,77910
1631,Vista,9,2007,04-12-06 0:00,89565
1632,SuperiorCard,10,2006,19-03-08 0:00,175351
1633,Distinguish,4,2008,20-02-08 0:00,106679
1634,SuperiorCard,4,2008,11-02-08 0:00,99518
1635,Distinguish,8,2008,17-11-07 0:00,32529
1636,Vista,8,2007,05-08-07 0:00,98908
1637,Vista,7,2008,18-04-08 0:00,76578
1638,ColonialVoice,2,2005,31-07-08 0:00,54900
1639,ColonialVoice,8,2005,08-03-07 0:00,65886
1640,SuperiorCard,9,2006,15-12-05 0:00,138432
1641,ColonialVoice,3,2006,31-12-03 0:00,79741
1642,Vista,11,2005,01-08-07 0:00,177270
1643,SuperiorCard,7,2006,12-08-06 0:00,68496
1644,Distinguish,1,2008,09-07-08 0:00,141319
1645,Vista,8,2005,07-02-08 0:00,155690
1646,SuperiorCard,6,2008,04-09-07 0:00,102187
1647,SuperiorCard,12,2007,18-09-07 0:00,53060
1648,Distinguish,8,2006,03-08-07 0:00,141949
1649,Vista,2,2007,05-09-07 0:00,32966
1650,Distinguish,2,2008,15-12-05 0:00,147718
1651,SuperiorCard,9,2006,01-09-06 0:00,138735
1652,SuperiorCard,5,2006,28-10-07 0:00,92755
1653,ColonialVoice,7,2007,01-07-06 0:00,91192
1654,SuperiorCard,10,2006,29-07-07 0:00,155705
1655,ColonialVoice,7,2007,28-11-07 0:00,25275
1656,Distinguish,7,2008,25-03-08 0:00,105721
1657,SuperiorCard,8,2006,06-02-08 0:00,160555
1658,ColonialVoice,9,2005,18-12-07 0:00,44141
1659,SuperiorCard,2,2005,27-07-06 0:00,84319
1660,Vista,3,2007,01-08-05 0:00,49110
1661,ColonialVoice,6,2005,02-05-07 0:00,135616
1662,Distinguish,3,2005,09-05-08 0:00,32149
1663,Distinguish,11,2006,17-01-08 0:00,161593
1664,Vista,7,2006,18-03-08 0:00,130204
1665,Vista,12,2008,15-01-07 0:00,120120
1666,SuperiorCard,9,2008,23-01-06 0:00,167641
1667,Vista,2,2005,10-08-07 0:00,95145
1668,Vista,7,2006,31-12-06 0:00,76918
1669,Distinguish,4,2007,30-03-08 0:00,15164
1670,ColonialVoice,12,2006,03-11-07 0:00,29430
1671,Vista,9,2007,01-10-07 0:00,151296
1672,SuperiorCard,2,2005,29-12-06 0:00,120552
1673,Vista,4,2006,04-07-08 0:00,175712
1674,SuperiorCard,10,2007,02-02-08 0:00,181620
1675,ColonialVoice,4,2008,26-02-06 0:00,7135
1676,SuperiorCard,12,2006,02-06-08 0:00,182388
1677,Distinguish,8,2006,13-06-07 0:00,81704
1678,ColonialVoice,9,2008,05-03-06 0:00,46341
1679,SuperiorCard,7,2008,28-01-08 0:00,114397
1680,ColonialVoice,8,2007,12-10-07 0:00,150126
1681,ColonialVoice,7,2008,02-12-07 0:00,99837
1682,Vista,12,2005,16-03-08 0:00,26228
1683,Distinguish,3,2006,30-04-06 0:00,17555
1684,Distinguish,11,2006,01-11-05 0:00,45854
1685,ColonialVoice,10,2007,28-11-07 0:00,40151
1686,SuperiorCard,8,2007,19-05-08 0:00,103729
1687,Vista,3,2008,07-06-08 0:00,188300
1688,Vista,11,2007,06-01-07 0:00,136396
1689,ColonialVoice,8,2008,19-04-08 0:00,190177
1690,Distinguish,7,2008,21-06-08 0:00,8866
1691,Vista,11,2007,11-06-08 0:00,102303
1692,SuperiorCard,8,2007,25-07-08 0:00,96540
1693,ColonialVoice,4,2008,23-06-07 0:00,47635
1694,Distinguish,9,2007,01-05-07 0:00,113912
1695,ColonialVoice,3,2008,06-02-07 0:00,23876
1696,SuperiorCard,10,2008,09-05-08 0:00,142621
1697,ColonialVoice,12,2006,26-01-06 0:00,88031
1698,SuperiorCard,7,2005,09-01-08 0:00,71073
1699,Distinguish,10,2008,01-08-06 0:00,106145
1700,ColonialVoice,9,2005,09-12-06 0:00,27569
1701,SuperiorCard,3,2005,15-04-07 0:00,91732
1702,ColonialVoice,2,2008,25-09-07 0:00,28675
1703,Vista,11,2005,20-10-07 0:00,155887
1704,SuperiorCard,6,2007,19-09-05 0:00,50319
1705,ColonialVoice,3,2007,04-01-06 0:00,46816
1706,SuperiorCard,11,2008,28-06-08 0:00,116027
1707,Vista,8,2006,14-01-06 0:00,7996
1708,Distinguish,6,2006,24-04-06 0:00,146680
1709,SuperiorCard,8,2007,02-01-08 0:00,9128
1710,SuperiorCard,8,2008,10-12-06 0:00,143619
1711,Vista,2,2007,25-03-08 0:00,73868
1712,Distinguish,12,2005,13-07-08 0:00,78860
1713,Vista,10,2008,13-08-07 0:00,128391
1714,SuperiorCard,6,2006,01-08-05 0:00,54470
1715,SuperiorCard,2,2006,05-04-06 0:00,44008
1716,Vista,10,2006,27-10-07 0:00,115501
1717,Distinguish,6,2005,14-07-06 0:00,23941
1718,ColonialVoice,8,2007,10-06-08 0:00,133602
1719,Distinguish,1,2006,25-08-07 0:00,75101
1720,SuperiorCard,7,2008,08-04-06 0:00,173397
1721,Vista,10,2007,21-11-06 0:00,139193
1722,Distinguish,11,2006,06-02-06 0:00,124718
1723,Distinguish,7,2006,30-07-06 0:00,173531
1724,Vista,2,2007,18-01-08 0:00,150737
1725,Vista,7,2007,13-06-08 0:00,182213
1726,Vista,4,2007,11-10-05 0:00,128151
1727,ColonialVoice,6,2006,10-02-08 0:00,160053
1728,ColonialVoice,11,2008,31-07-07 0:00,35892
1729,SuperiorCard,7,2008,01-05-08 0:00,94611
1730,Distinguish,12,2006,08-03-07 0:00,190503
1731,SuperiorCard,7,2008,14-02-08 0:00,185920
1732,ColonialVoice,4,2008,01-11-07 0:00,66925
1733,SuperiorCard,11,2007,28-11-07 0:00,122781
1734,ColonialVoice,6,2007,26-08-06 0:00,13799
1735,SuperiorCard,10,2007,27-09-07 0:00,85493
1736,SuperiorCard,8,2005,03-07-06 0:00,38472
1737,SuperiorCard,11,2008,29-12-07 0:00,174353
1738,SuperiorCard,1,2008,25-01-08 0:00,122028
1739,SuperiorCard,6,2007,31-12-07 0:00,113625
1740,ColonialVoice,9,2008,04-03-08 0:00,185354
1741,Distinguish,1,2008,23-12-07 0:00,25148
1742,SuperiorCard,4,2005,23-12-07 0:00,153795
1743,Distinguish,2,2008,01-09-05 0:00,107190
1744,Vista,4,2006,29-04-08 0:00,83502
1745,Distinguish,7,2006,01-09-05 0:00,163690
1746,ColonialVoice,12,2005,29-11-06 0:00,44173
1747,ColonialVoice,6,2006,27-02-08 0:00,171334
1748,SuperiorCard,6,2007,15-03-06 0:00,187123
1749,Vista,7,2005,05-10-07 0:00,144540
1750,ColonialVoice,8,2008,28-01-08 0:00,72818
1751,Distinguish,5,2008,09-01-08 0:00,74383
1752,Distinguish,3,2005,29-07-08 0:00,22999
1753,Distinguish,1,2007,24-06-07 0:00,77173
1754,SuperiorCard,4,2005,04-06-07 0:00,126280
1755,Distinguish,4,2006,15-09-07 0:00,115376
1756,Vista,7,2007,09-02-08 0:00,24378
1757,Distinguish,2,2007,17-03-08 0:00,120607
1758,ColonialVoice,3,2008,16-06-06 0:00,49044
1759,ColonialVoice,8,2007,13-11-05 0:00,108610
1760,SuperiorCard,2,2007,12-04-08 0:00,129769
1761,ColonialVoice,1,2005,25-06-08 0:00,158689
1762,SuperiorCard,2,2006,04-02-08 0:00,78080
1763,SuperiorCard,12,2005,03-02-08 0:00,113616
1764,ColonialVoice,9,2006,06-07-06 0:00,55706
1765,SuperiorCard,9,2005,12-11-07 0:00,41241
1766,ColonialVoice,9,2008,26-08-07 0:00,30647
1767,Vista,8,2007,15-11-07 0:00,108203
1768,ColonialVoice,4,2005,23-04-06 0:00,125624
1769,ColonialVoice,10,2008,05-04-08 0:00,139563
1770,ColonialVoice,9,2007,15-01-08 0:00,188356
1771,ColonialVoice,1,2008,22-02-06 0:00,168289
1772,Vista,2,2005,01-08-07 0:00,129115
1773,SuperiorCard,1,2005,07-10-07 0:00,170647
1774,Distinguish,1,2008,28-12-06 0:00,3926
1775,ColonialVoice,3,2005,07-12-07 0:00,88511
1776,SuperiorCard,4,2007,18-06-08 0:00,6052
1777,Distinguish,11,2007,11-03-08 0:00,24533
1778,SuperiorCard,8,2007,16-02-03 0:00,153301
1779,ColonialVoice,8,2007,03-09-07 0:00,111399
1780,Distinguish,4,2006,18-10-07 0:00,135030
1781,Distinguish,9,2008,20-05-08 0:00,32143
1782,SuperiorCard,3,2006,25-10-07 0:00,156138
1783,ColonialVoice,11,2008,07-04-07 0:00,123211
1784,SuperiorCard,12,2008,03-07-08 0:00,14839
1785,SuperiorCard,6,2005,10-12-06 0:00,1704
1786,ColonialVoice,3,2005,31-05-07 0:00,73431
1787,ColonialVoice,3,2005,13-12-07 0:00,1029
1788,Distinguish,11,2005,27-06-07 0:00,66693
1789,ColonialVoice,4,2007,20-03-08 0:00,145151
1790,Vista,11,2008,13-01-08 0:00,85765
1791,Vista,1,2006,05-05-08 0:00,189561
1792,Distinguish,8,2006,20-05-08 0:00,172003
1793,ColonialVoice,3,2006,15-04-06 0:00,174320
1794,Vista,1,2005,25-11-07 0:00,114685
1795,SuperiorCard,8,2007,12-11-07 0:00,52847
1796,Vista,1,2008,25-08-07 0:00,85647
1797,Vista,12,2008,27-08-07 0:00,153140
1798,SuperiorCard,8,2005,30-05-07 0:00,85129
1799,SuperiorCard,3,2007,14-01-08 0:00,4944
1800,Distinguish,1,2006,28-05-08 0:00,178421
1801,Distinguish,2,2005,18-12-07 0:00,161050
1802,ColonialVoice,12,2005,30-11-07 0:00,47051
1803,SuperiorCard,12,2006,01-09-06 0:00,32220
1804,Distinguish,8,2008,22-12-07 0:00,117018
1805,ColonialVoice,7,2008,21-03-08 0:00,28926
1806,Distinguish,1,2006,08-11-06 0:00,24043
1807,Distinguish,1,2008,25-04-08 0:00,172397
1808,ColonialVoice,8,2006,18-08-06 0:00,189588
1809,Distinguish,10,2007,31-05-08 0:00,9940
1810,Vista,7,2005,02-06-08 0:00,159639
1811,ColonialVoice,6,2005,14-01-06 0:00,141510
1812,SuperiorCard,2,2006,16-11-07 0:00,180901
1813,Distinguish,5,2007,19-12-07 0:00,162645
1814,SuperiorCard,7,2006,05-12-05 0:00,175374
1815,SuperiorCard,5,2007,29-08-07 0:00,157384
1816,SuperiorCard,9,2007,05-09-07 0:00,74570
1817,ColonialVoice,8,2006,19-01-07 0:00,157645
1818,ColonialVoice,1,2005,22-01-08 0:00,28943
1819,Vista,10,2005,01-07-05 0:00,75002
1820,SuperiorCard,11,2005,11-12-07 0:00,150091
1821,Distinguish,7,2008,30-12-07 0:00,52050
1822,SuperiorCard,6,2005,24-03-08 0:00,45141
1823,Distinguish,8,2006,11-07-07 0:00,121385
1824,Vista,2,2006,19-09-07 0:00,177134
1825,ColonialVoice,7,2007,03-09-05 0:00,172431
1826,SuperiorCard,6,2008,24-09-07 0:00,33581
1827,SuperiorCard,10,2005,03-06-06 0:00,141079
1828,ColonialVoice,3,2007,30-05-07 0:00,159799
1829,ColonialVoice,9,2008,12-07-08 0:00,49539
1830,SuperiorCard,11,2006,21-10-07 0:00,46715
1831,Distinguish,12,2006,21-11-07 0:00,160203
1832,Vista,6,2006,11-03-08 0:00,29985
1833,SuperiorCard,3,2008,31-12-07 0:00,8677
1834,ColonialVoice,9,2005,12-05-06 0:00,140620
1835,Vista,11,2006,23-05-08 0:00,167279
1836,ColonialVoice,2,2006,24-01-08 0:00,33289
1837,SuperiorCard,3,2006,27-06-08 0:00,92882
1838,Distinguish,3,2006,02-01-07 0:00,15926
1839,Distinguish,10,2008,22-09-07 0:00,158235
1840,ColonialVoice,4,2008,21-02-08 0:00,88544
1841,SuperiorCard,9,2005,11-09-06 0:00,117865
1842,Vista,7,2007,16-07-07 0:00,81140
1843,Distinguish,5,2008,06-12-07 0:00,133431
1844,SuperiorCard,10,2005,20-06-07 0:00,82672
1845,Vista,6,2006,31-03-07 0:00,171262
1846,SuperiorCard,5,2005,13-03-08 0:00,3687
1847,SuperiorCard,7,2006,31-01-08 0:00,123913
1848,ColonialVoice,12,2005,29-01-07 0:00,103779
1849,Vista,12,2007,12-02-08 0:00,64100
1850,ColonialVoice,1,2005,20-07-05 0:00,150297
1851,ColonialVoice,9,2005,27-02-08 0:00,55679
1852,Vista,5,2007,15-12-07 0:00,24875
1853,Distinguish,12,2008,28-07-08 0:00,91518
1854,Vista,5,2006,07-07-08 0:00,48742
1855,ColonialVoice,1,2006,14-02-08 0:00,139507
1856,ColonialVoice,8,2008,01-10-07 0:00,42878
1857,Vista,3,2005,09-07-08 0:00,28903
1858,Distinguish,4,2006,22-07-08 0:00,69906
1859,ColonialVoice,8,2005,12-02-07 0:00,150183
1860,Distinguish,3,2005,14-10-05 0:00,20064
1861,SuperiorCard,11,2007,01-04-07 0:00,31029
1862,ColonialVoice,7,2005,01-07-06 0:00,173846
1863,Distinguish,8,2005,30-04-08 0:00,135436
1864,SuperiorCard,9,2008,15-12-07 0:00,45413
1865,ColonialVoice,5,2006,30-06-08 0:00,44621
1866,SuperiorCard,11,2008,01-09-06 0:00,60193
1867,Vista,3,2008,10-09-06 0:00,24085
1868,Vista,12,2006,25-01-08 0:00,76503
1869,ColonialVoice,6,2005,14-08-07 0:00,89723
1870,Vista,1,2008,13-09-07 0:00,168308
1871,ColonialVoice,3,2006,10-03-08 0:00,8549
1872,ColonialVoice,1,2007,14-08-07 0:00,54569
1873,SuperiorCard,7,2006,20-10-07 0:00,71044
1874,Distinguish,10,2006,19-05-08 0:00,177742
1875,ColonialVoice,11,2006,09-09-07 0:00,48910
1876,ColonialVoice,7,2008,28-02-08 0:00,70455
1877,ColonialVoice,12,2005,10-02-08 0:00,187053
1878,Vista,11,2007,25-10-07 0:00,177803
1879,ColonialVoice,5,2006,13-05-08 0:00,156600
1880,Vista,8,2006,03-09-07 0:00,175788
1881,SuperiorCard,5,2006,28-03-08 0:00,148868
1882,SuperiorCard,4,2008,23-04-08 0:00,171183
1883,ColonialVoice,3,2005,26-06-08 0:00,114439
1884,SuperiorCard,11,2007,13-11-07 0:00,91178
1885,Vista,1,2006,01-09-05 0:00,180566
1886,SuperiorCard,5,2005,06-06-07 0:00,56909
1887,Distinguish,8,2006,02-11-07 0:00,55763
1888,Vista,8,2008,25-05-08 0:00,94015
1889,Distinguish,3,2008,18-06-08 0:00,177424
1890,ColonialVoice,11,2007,06-08-05 0:00,97199
1891,Distinguish,8,2005,22-10-07 0:00,170751
1892,SuperiorCard,8,2007,14-06-08 0:00,61902
1893,Distinguish,1,2007,24-02-08 0:00,117697
1894,Distinguish,11,2006,16-11-06 0:00,14078
1895,SuperiorCard,2,2006,01-12-05 0:00,93559
1896,SuperiorCard,11,2006,01-08-05 0:00,27353
1897,Vista,3,2008,07-05-08 0:00,50586
1898,Distinguish,8,2005,15-01-08 0:00,164898
1899,ColonialVoice,3,2008,13-08-07 0:00,83240
1900,ColonialVoice,5,2005,27-06-08 0:00,58988
1901,ColonialVoice,11,2008,08-12-07 0:00,69272
1902,Distinguish,4,2008,11-12-06 0:00,148924
1903,Vista,2,2005,16-11-05 0:00,83190
1904,SuperiorCard,2,2006,12-06-08 0:00,96258
1905,Distinguish,8,2008,17-12-07 0:00,145018
1906,ColonialVoice,12,2005,01-07-06 0:00,90450
1907,SuperiorCard,10,2007,22-03-06 0:00,132151
1908,SuperiorCard,6,2005,26-12-06 0:00,57439
1909,ColonialVoice,1,2007,15-08-07 0:00,171019
1910,Vista,11,2007,14-02-08 0:00,16904
1911,Distinguish,2,2006,06-03-08 0:00,169691
1912,Distinguish,4,2005,01-07-06 0:00,52621
1913,Distinguish,6,2007,08-01-06 0:00,106020
1914,ColonialVoice,2,2008,24-11-07 0:00,102784
1915,ColonialVoice,7,2008,06-08-07 0:00,29710
1916,ColonialVoice,2,2008,26-01-08 0:00,64761
1917,Vista,12,2007,02-12-06 0:00,152645
1918,Vista,2,2005,27-08-06 0:00,183758
1919,Vista,10,2006,27-03-08 0:00,181187
1920,Vista,12,2007,07-10-07 0:00,176264
1921,Distinguish,8,2006,22-04-06 0:00,96734
1922,Vista,6,2006,05-03-08 0:00,27036
1923,SuperiorCard,1,2007,15-04-08 0:00,130552
1924,SuperiorCard,10,2008,03-05-08 0:00,190544
1925,Vista,11,2007,23-10-07 0:00,117351
1926,Distinguish,4,2006,03-12-06 0:00,15066
1927,SuperiorCard,4,2007,19-04-08 0:00,124713
1928,Distinguish,2,2008,05-06-08 0:00,43780
1929,Vista,6,2008,02-05-08 0:00,27649
1930,SuperiorCard,11,2006,14-05-08 0:00,184911
1931,Vista,3,2007,02-11-05 0:00,189005
1932,Distinguish,7,2005,30-04-07 0:00,72078
1933,Distinguish,12,2008,30-05-07 0:00,13780
1934,ColonialVoice,1,2007,12-03-08 0:00,135496
1935,Vista,2,2007,23-11-06 0:00,102274
1936,Distinguish,4,2008,25-05-08 0:00,127565
1937,Vista,12,2007,13-08-05 0:00,65679
1938,SuperiorCard,4,2007,18-05-08 0:00,119401
1939,Distinguish,12,2006,20-03-06 0:00,136066
1940,SuperiorCard,12,2007,08-11-07 0:00,66248
1941,ColonialVoice,4,2007,01-08-05 0:00,186337
1942,Vista,5,2006,14-05-08 0:00,84269
1943,ColonialVoice,9,2006,28-11-06 0:00,28486
1944,Vista,1,2008,11-04-08 0:00,7717
1945,ColonialVoice,9,2006,01-09-07 0:00,40817
1946,SuperiorCard,10,2007,17-01-08 0:00,120577
1947,Vista,12,2007,03-09-06 0:00,87446
1948,SuperiorCard,10,2005,16-11-07 0:00,184116
1949,ColonialVoice,1,2005,29-09-06 0:00,38622
1950,ColonialVoice,7,2008,02-12-07 0:00,28326
1951,ColonialVoice,8,2007,24-12-07 0:00,135772
1952,Distinguish,5,2008,03-12-07 0:00,59844
1953,Distinguish,6,2006,17-08-07 0:00,84842
1954,SuperiorCard,9,2007,18-10-06 0:00,4063
1955,ColonialVoice,6,2006,23-09-07 0:00,186021
1956,Vista,1,2007,05-10-07 0:00,152240
1957,Distinguish,9,2005,12-04-06 0:00,131447
1958,Distinguish,9,2008,14-06-08 0:00,190113
1959,Vista,7,2008,13-02-08 0:00,73161
